Region,Country,Year,Population,Christians,Muslims,Religiously_unaffiliated,Buddhists,Hindus,Jews,Other_religions,Level,Countrycode
Europe,Kosovo,2020,1751417,5.598325253,94.26040649,0.139033571,0,0,0.002231373,0,1,412
Middle East-North Africa,Kuwait,2010,2943371.5,9.40346241,82.55859375,0.23564969,0.108175986,7.380530834,0.010736058,0.302851975,1,414
Middle East-North Africa,Kuwait,2020,4400144,10.53036976,80.23990631,0.248254478,0.121455498,8.504200935,0.010824583,0.34498772,1,414
Asia-Pacific,Kyrgyzstan,2010,5491760.5,7.722026348,90.55289459,1.597296119,0.10297925,0.01568263,0.009117808,0,1,417
Asia-Pacific,Kyrgyzstan,2020,6664139.5,5.753356934,91.71746826,1.16977489,0.032685466,0.009338705,0.004669352,1.312705517,1,417
Asia-Pacific,Laos,2010,6334194,0.695829511,0.061050959,0.064657912,63.97875214,0,0,35.19970703,1,418
Asia-Pacific,Laos,2020,7346532.5,1.539444566,0.022150202,0.052833665,64.16296387,0,0,34.22260666,1,418
Europe,Latvia,2010,2097831,82.88639832,0.700537086,10.9948616,0.072804086,0.019985434,0.309298396,5.016117573,1,428
Europe,Latvia,2020,1901123.5,77.26760101,0.670408607,16.97382164,0.069054514,0.043224961,0.226667479,4.749224663,1,428
Middle East-North Africa,Lebanon,2010,5041288,33.83872223,62.31577301,0.017434647,0.006905802,0.016173588,0.008487131,3.796503305,1,422
Middle East-North Africa,Lebanon,2020,5702397.5,27.906147,67.78356171,0.018806541,0.00663968,0.017323207,0.005650791,4.261873722,1,422
Sub-Saharan Africa,Lesotho,2010,1996251,97.32313538,0.136142284,1.455251098,0,0.02471886,0.002471886,1.058280349,1,426
Sub-Saharan Africa,Lesotho,2020,2235726.5,97.32347107,0.218460709,1.664903402,2.26578E-05,0.044363603,0.00443636,0.744344056,1,426
Sub-Saharan Africa,Liberia,2010,4058890,85.7440567,12.05202579,1.453091621,0,0.007462768,0,0.743360579,1,430
Sub-Saharan Africa,Liberia,2020,5149463.5,85.16896057,12.72352505,1.066497684,0,0.005896708,0,1.035118818,1,430
Middle East-North Africa,Libya,2010,6497839,2.632474422,96.81859589,0.096548431,0.280857772,0.088970579,0.001925402,0.080628246,1,434
Middle East-North Africa,Libya,2020,7045399,0.524617851,98.99452209,0.049393948,0.258001149,0.089997694,0.001906484,0.081556775,1,434
Europe,Lithuania,2010,3097719.5,92.48455048,0.099761978,6.828612328,0.02421139,0.008601415,0.044943765,0.509320498,1,440
Europe,Lithuania,2020,2795764.5,92.15046692,0.089217022,7.080081463,0.025529502,0.018437974,0.037046697,0.599219263,1,440
Europe,Luxembourg,2010,507410,74.39080811,0.731000602,20.19783211,0.128187552,0.134227157,0.212965235,4.20497942,1,442
Europe,Luxembourg,2020,630597,65.88789368,1.828941822,25.28631973,0.479477018,0.360089123,0.486133814,5.671145439,1,442
Asia-Pacific,Macao,2010,562805.5,10.13042355,0.351697564,67.69850159,19.57899284,0,0,2.240382195,1,446
Asia-Pacific,Macao,2020,683066.5,10.11777306,0.476132035,67.6139679,19.55454254,0,0,2.237584591,1,446
Sub-Saharan Africa,Madagascar,2010,22183340.5,69.96260834,0.630331099,22.45296288,0.029911114,0.059822228,0.000460171,6.863905907,1,450
Sub-Saharan Africa,Madagascar,2020,28953556.5,74.2053833,1.159488678,22.29583359,0.027457755,0.063666567,0.000354294,2.247811079,1,450
Sub-Saharan Africa,Malawi,2010,14826463,86.94096375,11.61726093,0.973016381,0.002717683,0.05843018,0.003397103,0.404212981,1,454
Sub-Saharan Africa,Malawi,2020,19533887.5,87.36235809,11.55190372,0.941342056,0.001548222,0.069153935,0.001548222,0.072149709,1,454
Asia-Pacific,Malaysia,2010,28655776.5,9.249741554,61.30461502,1.688032866,19.81785011,6.279292107,0,1.66046834,1,458
Asia-Pacific,Malaysia,2020,33889558.5,9.153184891,64.11719513,0.844678819,18.87560844,6.122179031,0,0.887154043,1,458
Asia-Pacific,Maldives,2010,360792,1.606983304,94.12313843,0.077439092,1.346873403,2.513082981,0,0.332484245,1,462
Asia-Pacific,Maldives,2020,502118.5,1.646034002,94.07234955,0.068035409,1.323037267,2.541087389,0,0.349455655,1,462
Sub-Saharan Africa,Mali,2010,15945198,3.47059083,94.03171539,1.396924734,0,0,0,1.100771189,1,466
Sub-Saharan Africa,Mali,2020,21713835.5,2.571752548,94.13371277,2.525307894,0,0,0,0.769227386,1,466
Europe,Malta,2010,422650.5,97.05687714,0.158912003,2.541576862,0.078805029,0.08358109,0.0146342,0.065609798,1,470
Europe,Malta,2020,518206.5,88.59967804,3.643014431,5.24495554,0.606907308,1.415327311,0.286915153,0.203198671,1,470
Latin America-Caribbean,Martinique,2010,397383.5,96.40354156,0.210978389,2.405489683,0.03891645,0.230853423,0,0.710223317,1,474
Latin America-Caribbean,Martinique,2020,356614.5,96.04039764,0.216913387,2.734600782,0.039971754,0.237432212,0,0.730683625,1,474
Sub-Saharan Africa,Mauritania,2010,3390964.5,0.271421224,99.12471771,0.10231813,0,0,0.002924438,0.498615265,1,478
Sub-Saharan Africa,Mauritania,2020,4600131,0.233780533,99.18540192,0.106502414,0,0,0.002222912,0.472091347,1,478
Sub-Saharan Africa,Mauritius,2010,1282709.5,32.76852036,17.39204025,0.732601166,0.39837411,48.51428986,0.003350658,0.190824479,1,480
Sub-Saharan Africa,Mauritius,2020,1283223,32.85668945,17.51187134,0.753329694,0.395097852,48.28931046,0.003313229,0.190386906,1,480
Sub-Saharan Africa,Mayotte,2010,207421.5,0.661664665,98.66365051,0.214487642,0,0,0,0.460194737,1,175
Sub-Saharan Africa,Mayotte,2020,284370.5,0.52160269,98.83876801,0.179610208,0,0,0,0.460022062,1,175
Latin America-Caribbean,Mexico,2010,113623895,95.01799774,0.003439206,4.828783512,0.012810351,0.001766544,0.061566554,0.073639832,1,484
Latin America-Caribbean,Mexico,2020,126799054.5,89.17308044,0.006285933,10.63434982,0.018263193,0.00391715,0.046796679,0.117304102,1,484
Europe,Moldova,2010,3631991.5,97.87239075,0.132778168,1.306221604,0.003534351,0,0.023544269,0.661532283,1,498
Europe,Moldova,2020,3069131,99.53434753,0.181239218,0.233855382,0.003565817,0,0.019609634,0.027385129,1,498
Asia-Pacific,Mongolia,2010,2701732,2.147909641,3.297368288,37.44565582,53.8843956,0.0029602,0,3.221713066,1,496
Asia-Pacific,Mongolia,2020,3290785.5,1.342484832,3.526082993,40.82786942,51.1350975,0.003035514,0,3.165430069,1,496
Europe,Montenegro,2010,632088.5,77.53647614,19.62396431,1.269519925,0,0,0,1.570043087,1,499
Europe,Montenegro,2020,607935,76.04615784,21.30711365,1.143437266,0,0,0,1.50329268,1,499
Middle East-North Africa,Morocco,2010,32467015.5,0.096848242,99.65975189,0.13053523,0,0,0.010835662,0.102028042,1,504
Middle East-North Africa,Morocco,2020,36584208,0.085476898,99.67552185,0.130789146,0,0,0.006179804,0.10203585,1,504
Sub-Saharan Africa,Mozambique,2010,22999235,56.33591461,17.99086761,18.94782257,0.002080288,0.043339342,0,6.679975033,1,508
Sub-Saharan Africa,Mozambique,2020,30783688,61.33995056,19.427248,14.28753757,0.001603683,0.032073654,0,4.911586761,1,508
Asia-Pacific,Myanmar,2010,49024382,6.205628872,4.576945305,0.064344577,87.62619019,0.57656014,0.000162055,0.9501701,1,104
Asia-Pacific,Myanmar,2020,53016521.5,6.135730743,3.345355749,0.058647044,89.05110168,0.439414382,0.000187185,0.969559908,1,104
Sub-Saharan Africa,Namibia,2010,2109810.5,96.14958191,0.066583775,0.224097788,0.033344917,0.057162713,0.004763559,3.464463472,1,516
Sub-Saharan Africa,Namibia,2020,2728761.5,90.53588104,0.11899709,5.631341934,0.028122637,0.052227754,0.00401752,3.629415035,1,516
Asia-Pacific,Nepal,2010,27341952.5,1.405996203,4.400880337,0.001877653,9.038227081,81.52294159,0,3.630074739,1,524
Asia-Pacific,Nepal,2020,28966574.5,1.758354902,5.08394146,0.001294779,8.208739281,81.18401337,0,3.763658047,1,524
Europe,Netherlands,2010,16771235,42.72736359,5.000281334,45.54164124,0.236897826,0.49569571,0.179520383,5.818600655,1,528
Europe,Netherlands,2020,17636731,35.10305786,5.500672817,54.11624146,0.298789322,0.562808275,0.175035015,4.243393421,1,528
Asia-Pacific,New Caledonia,2010,261582,85.62215424,2.765967607,9.990888596,0.62630707,0,0.039668046,0.95501107,1,540
Asia-Pacific,New Caledonia,2020,284176.5,85.1028595,2.760157108,10.52397442,0.624888361,0,0.035027374,0.95309484,1,540
Asia-Pacific,New Zealand,2010,4347770.5,49.11395264,1.198270321,44.18071365,1.515010715,2.335584402,0.143423855,1.513047576,1,554
Asia-Pacific,New Zealand,2020,5069895,40.32331467,1.359425902,51.35481262,1.192508101,2.788676023,0.110793501,2.870469809,1,554
Latin America-Caribbean,Nicaragua,2010,5737450,86.92044067,0.004781638,12.47665787,0.00426932,0,0.001707728,0.592141986,1,558
Latin America-Caribbean,Nicaragua,2020,6565267,84.80610657,0.004588585,13.30416298,0.004292547,0,0.001480189,1.879365325,1,558
Sub-Saharan Africa,Niger,2010,16548834.5,1.113411784,98.5844574,0.212664753,0,0,0,0.08946602,1,562
Sub-Saharan Africa,Niger,2020,23717613.5,0.556236327,98.13329315,1.2242167,0,0,0,0.08625342,1,562
Sub-Saharan Africa,Nigeria,2010,166642885.5,44.39326477,54.54431915,0.423864573,0.0006213,0.00018639,6.213E-05,0.637677431,1,566
Sub-Saharan Africa,Nigeria,2020,213996181,43.35137558,56.06650925,0.379311502,0.000480014,0.000144004,4.80014E-05,0.202133209,1,566
Asia-Pacific,North Korea,2010,24987258.5,0.398057818,0.010000734,72.85244751,1.516941786,0.001458291,0,25.22109604,1,408
Asia-Pacific,North Korea,2020,26136312,0.384034067,0.010000302,72.86754608,1.516872644,0.001585003,0,25.21996498,1,408
Europe,North Macedonia,2010,2051505,65.1894455,33.33000183,1.433030009,0.011462259,0,0.004775941,0.03128583,1,807
Europe,North Macedonia,2020,1872015.5,64.68531799,34.72726059,0.515654862,0.011368634,0,0.004736931,0.05566274,1,807
Europe,Norway,2010,4889162,78.81320953,2.519629717,14.67798519,0.531725526,0.152973339,0.114491686,3.189986467,1,578
Europe,Norway,2020,5379273.5,71.42243958,4.113745213,22.4515419,0.687752903,0.230490178,0.096250214,0.997784615,1,578
Middle East-North Africa,Oman,2010,2757446,4.374836922,90.12530518,0.07609529,0.060792953,5.16892767,0.003851608,0.190186173,1,512
Middle East-North Africa,Oman,2020,4522496.5,8.071033478,81.78730011,0.140269518,0.112074755,9.531416893,0.0070652,0.3508389,1,512
Asia-Pacific,Pakistan,2010,199239047,1.484067321,96.68557739,0.013764118,0.010586156,1.763082147,9.46306E-05,0.042830002,1,586
Asia-Pacific,Pakistan,2020,235001746,1.271847963,96.54430389,0.012734034,0.010499283,2.139701843,9.09027E-05,0.020821461,1,586
Middle East-North Africa,Palestinian territories,2010,4016915.5,1.179088593,98.79382324,0,0,0,0,0.027085455,1,275
Middle East-North Africa,Palestinian territories,2020,5069692,1.004518867,98.96581268,0,0,0,0,0.029666502,1,275
Latin America-Caribbean,Panama,2010,3628535,93.11482239,0.041196369,6.018229008,0.140342295,0.078822389,0.219713971,0.386870384,1,591
Latin America-Caribbean,Panama,2020,4293261,91.15790558,0.053109758,6.21044302,0.171386138,0.093144633,0.232861593,2.081149578,1,591
Asia-Pacific,Papua New Guinea,2010,7633523,99.52021027,0.09362717,0.371655703,0.00356047,0.002769254,0.001318692,0.006857201,1,598
Asia-Pacific,Papua New Guinea,2020,9815745.5,99.08984375,0.074771993,0.310512781,0.002769333,0.002256494,0.001025679,0.518817782,1,598
Latin America-Caribbean,Paraguay,2010,5737971.5,96.75906372,0.012307986,0.492019206,0.026002787,0,0.015601672,2.695009232,1,600
Latin America-Caribbean,Paraguay,2020,6603739.5,93.52775574,0.011331539,4.247684002,0.022663077,0,0.016619591,2.173946381,1,600
Latin America-Caribbean,Peru,2010,29086019.5,93.94261169,0.009374068,2.811420202,0.010810969,0.002565895,0.006500266,3.216718912,1,604
Latin America-Caribbean,Peru,2020,32838579.5,94.49199677,0.021588508,5.106701851,0.031947389,0.009488135,0.005704891,0.332569689,1,604
Asia-Pacific,Philippines,2010,96337125,91.77424622,5.571123123,0.07581,0.036526319,0.001283056,0.000434807,2.540578127,1,608
Asia-Pacific,Philippines,2020,112081264,91.46120453,6.462348461,0.041135743,0.036360435,0.001328647,0.000452259,1.997168183,1,608
Europe,Poland,2010,38095351.5,97.26747894,0.013087096,2.65095377,0.013714613,0.004145362,0.008290724,0.042328954,1,616
Europe,Poland,2020,38171012,91.18841553,0.007315581,8.645580292,0.010713195,0.005204489,0.0117101,0.131059557,1,616
Europe,Portugal,2010,10578660,91.76418304,0.251309514,7.227894783,0.175663918,0.188885927,0.035970528,0.356090009,1,620
Europe,Portugal,2020,10370519,85.07437134,0.40882951,13.78093719,0.199211225,0.219034374,0.03268465,0.284928471,1,620
Latin America-Caribbean,Puerto Rico,2010,3714836,88.94355774,0.102098256,10.31827736,0.257923722,0.123471275,0.040175036,0.214497626,1,630
Latin America-Caribbean,Puerto Rico,2020,3275805,88.83818817,0.108367637,10.37991905,0.2200782,0.117986366,0.045849621,0.289612591,1,630
Middle East-North Africa,Qatar,2010,1709229.5,13.35215282,74.6283493,0.300321162,0.168777451,11.09046459,0.012372345,0.447563738,1,634
Middle East-North Africa,Qatar,2020,2803375,12.54836273,75.89176178,0.273621351,0.218447864,10.62953568,0.010868053,0.427404314,1,634
Sub-Saharan Africa,Republic of the Congo,2010,4462290,91.8077774,1.485110283,5.632242203,0.003943321,0.003154657,0.002027994,1.065744162,1,178
Sub-Saharan Africa,Republic of the Congo,2020,5752790.5,92.22653961,1.464704514,5.199188709,0.003945863,0.003507434,0.001929089,1.100183725,1,178
Sub-Saharan Africa,Reunion,2010,844471.5,87.36494446,4.246468544,2.060524464,0.189157948,4.596153736,0.089874461,1.452873468,1,638
Sub-Saharan Africa,Reunion,2020,861446,87.53289032,4.166834354,2.08710289,0.185634434,4.50995636,0.083522782,1.434055567,1,638
Europe,Romania,2010,20432574,99.27075958,0.340894729,0.209845245,0.007130489,0.001721153,0.047208756,0.122443303,1,642
Europe,Romania,2020,19392469,98.54199982,0.355796516,0.939600706,0.029729392,0.019956755,0.045262743,0.067656629,1,642
Europe,Russia,2010,143934465.5,77.08773804,8.623188019,13.03043938,0.363892227,0.072866254,0.138209268,0.683669448,1,643
Europe,Russia,2020,146371298.5,69.92578888,8.193008423,20.19824409,0.35243994,0.071238369,0.084050812,1.175231457,1,643
Sub-Saharan Africa,Rwanda,2010,10317553.5,96.87322998,1.321907043,0.896331549,0,0.004850117,0,0.903678656,1,646
Sub-Saharan Africa,Rwanda,2020,13065837,97.03359985,1.807573557,1.007935405,0,0.003803334,0,0.147086799,1,646
Asia-Pacific,Samoa,2010,193022.5,98.61064911,0.041094869,0.144816697,0.056505445,0.051368587,0.015410576,1.080153823,1,882
Asia-Pacific,Samoa,2020,211944,97.63423157,0.02529713,0.064215787,0.037221506,0.037221506,0.009305377,2.192506075,1,882
Sub-Saharan Africa,Sao Tome and Principe,2010,181802,82.29602051,0.164709821,12.45075798,0,0,0,5.088508129,1,678
Sub-Saharan Africa,Sao Tome and Principe,2020,217434.5,84.43590546,0.091474153,9.693238258,0,0,0,5.779380798,1,678
Middle East-North Africa,Saudi Arabia,2010,25157128.5,3.353214979,94.40605927,0.085883543,0.056653894,2.005758047,0.002104589,0.090323918,1,682
Middle East-North Africa,Saudi Arabia,2020,30991207,4.377707958,92.69380188,0.112103462,0.07348647,2.622116566,0.002747443,0.118037276,1,682
Sub-Saharan Africa,Senegal,2010,12635412.5,3.408409119,96.12142944,0.003573304,0.000319231,0,0.000319231,0.465946317,1,686
Sub-Saharan Africa,Senegal,2020,16789219.5,2.403386593,97.55647278,0.020703293,0.000304208,0,0.000304208,0.018828791,1,686
Europe,Serbia,2010,7395864.5,95.48233795,3.243606329,1.221846104,0.014110733,0.003397028,0.008428319,0.026272511,1,688
Europe,Serbia,2020,6907812,91.5355072,4.420050621,4.008869648,0.014541986,0.003533567,0.009566501,0.007928411,1,688
Sub-Saharan Africa,Seychelles,2010,94971,94.04729462,0.900057435,2.242945671,0.757506073,1.460481167,0,0.591716707,1,690
Sub-Saharan Africa,Seychelles,2020,120291,93.95184326,0.893116772,2.360452175,0.758078277,1.449170232,0,0.587337792,1,690
Sub-Saharan Africa,Sierra Leone,2010,6222714,18.12755394,81.55543518,0.096377656,0,0.006214366,0,0.214420065,1,694
Sub-Saharan Africa,Sierra Leone,2020,7912558,19.82931328,80.14663696,0.012038952,0,0.009715848,0,0.002295798,1,694
Asia-Pacific,Singapore,2010,5077014,18.26963806,15.5905962,16.60159683,33.01421738,5.378501892,0.005809912,11.13963795,1,702
Asia-Pacific,Singapore,2020,5620150.5,18.75891685,16.13864326,19.89608192,30.80149078,5.29460001,0.015228762,9.095038414,1,702
Europe,Slovakia,2010,5391851,75.06378174,0.040326726,24.69373512,0.052640829,0.005317528,0.041586626,0.1026114,1,703
Europe,Slovakia,2020,5455023.5,73.74530029,0.054791708,25.32966995,0.122730501,0.017808132,0.037891094,0.691805959,1,703
Europe,Slovenia,2010,2044612,72.39395905,0.92064786,26.44399834,0.022663288,0.100732282,0.011258853,0.106741734,1,705
Europe,Slovenia,2020,2102419.5,65.41543579,1.608627558,32.26738739,0.038389336,0.010602368,0.023140971,0.636416554,1,705
Asia-Pacific,Solomon Islands,2010,532968,95.28967285,0.268637002,0.292469054,0.319980055,0.009252517,0,3.819992304,1,90
Asia-Pacific,Solomon Islands,2020,744498,95.02237701,0.339874893,0.327515811,0.339874893,0.007233896,0,3.963122845,1,90
Sub-Saharan Africa,Somalia,2010,12261756.5,0.038002685,99.80715179,0.020963665,0,0.046939503,0,0.086940959,1,706
Sub-Saharan Africa,Somalia,2020,16651190.5,0.026225021,99.83339691,0.016120082,0,0.039998192,0,0.08425606,1,706
Sub-Saharan Africa,South Africa,2010,52344051,84.33209229,1.942576528,5.807097435,0.023915533,1.035702586,0.136140019,6.722476006,1,710
Sub-Saharan Africa,South Africa,2020,60562381,85.25711823,1.604882717,3.122110128,0.035529964,1.065007329,0.065178007,8.850171089,1,710
Asia-Pacific,South Korea,2010,48769332.5,32.13106155,0.210005358,41.33947754,25.57151985,0.031610403,0.000204863,0.716117084,1,410
Asia-Pacific,South Korea,2020,51858481.5,31.9855442,0.310002804,48.26361847,19.0005722,0.091812678,0.000192884,0.34825626,1,410
Sub-Saharan Africa,South Sudan,2010,9745953.5,58.69256973,6.231332302,0.449186146,0.002269053,0.002003497,0,34.6226387,1,728
Sub-Saharan Africa,South Sudan,2020,10698467,60.50164413,6.223001957,0.440300107,0.002269128,0.00200112,0,32.83078384,1,728
Europe,Spain,2010,46840471.5,78.64649963,2.11652422,18.96937752,0.009717961,0.046858408,0.025766127,0.185256228,1,724
Europe,Spain,2020,47679489,69.45676422,3.575252533,26.35974312,0.01773273,0.12520808,0.027235987,0.4380669,1,724
Asia-Pacific,Sri Lanka,2010,20879089,7.622633934,9.664055824,0.017901588,70.10184479,12.57998276,0.000338679,0.013244387,1,144
Asia-Pacific,Sri Lanka,2020,22561807,5.590357304,10.20240116,0.069881201,69.59994507,14.53492832,0.000276306,0.002210445,1,144
Latin America-Caribbean,St. Lucia,2010,170906.5,91.52119446,0.102435134,6.026498318,0,0.306692034,0,2.043182135,1,662
Latin America-Caribbean,St. Lucia,2020,178250.5,91.73370361,0.094947815,5.901278973,0,0.311326563,0,1.95874393,1,662
Latin America-Caribbean,St. Vincent and the Grenadines,2010,109958.5,86.30342102,0.107173033,7.873132706,0,0.085553266,0,5.630718231,1,670
Latin America-Caribbean,St. Vincent and the Grenadines,2020,103526,86.31412506,0.107066393,7.863911629,0,0.08554294,0,5.629357338,1,670
Middle East-North Africa,Sudan,2010,35414399.5,0.171913102,99.70120239,0.125550315,0,0.001333731,0,0,1,729
Middle East-North Africa,Sudan,2020,46789231,0.487978131,98.85551453,0.563212574,0,0.00123761,0,0.092053778,1,729
Latin America-Caribbean,Suriname,2010,549923,51.62850952,14.05850887,7.372706413,0.353428066,23.40077972,0.03662467,3.149442673,1,740
Latin America-Caribbean,Suriname,2020,612316.5,52.78678131,13.09019852,8.109276772,0.383813918,22.45373917,0.032945402,3.14324522,1,740
Europe,Sweden,2010,9378232,72.75215149,4.51724577,21.47082329,0.605774283,0.26036942,0.08912202,0.304513246,1,752
Europe,Sweden,2020,10353686.5,60.7713089,8.099198341,28.90637589,0.839671671,0.45201534,0.158362478,0.773067355,1,752
Europe,Switzerland,2010,7825753.5,73.34831238,5.072525501,20.08433723,0.546771646,0.522226632,0.244943976,0.180881217,1,756
Europe,Switzerland,2020,8640581.5,61.58049774,6.083072662,30.76514435,0.619091868,0.539418042,0.226010546,0.186763957,1,756
Middle East-North Africa,Syria,2010,22482420.5,8.589492798,89.46463776,1.934072495,0,0.008899363,0.000536921,0.002364934,1,760
Middle East-North Africa,Syria,2020,21049429,3.840747118,94.16599274,1.980045676,0,0.009999624,0.000559979,0.002657043,1,760
Asia-Pacific,Taiwan,2010,23224049,4.93721056,0.345205188,22.77386665,20.87269402,0,0,51.07102203,1,158
Asia-Pacific,Taiwan,2020,23663459,5.539291382,0.497803152,23.09183502,19.18875122,0,0,51.68231964,1,158
Asia-Pacific,Tajikistan,2010,7652140.5,1.000190496,98.91122437,0.07454811,0.005379321,0.004592103,0,0.004067292,1,762
Asia-Pacific,Tajikistan,2020,9749310.5,1.000219822,98.91412354,0.074550293,0.004191463,0.00366753,0,0.003248384,1,762
Sub-Saharan Africa,Tanzania,2010,44758487.5,61.68095398,35.38309097,2.177928209,0.000310349,0.009975499,0.000288181,0.747454345,1,834
Sub-Saharan Africa,Tanzania,2020,60972797.5,64.69165802,29.86781693,3.478159189,0.000178269,0.006482508,0.000178269,1.955531359,1,834
Asia-Pacific,Thailand,2010,68579447.5,1.218707085,5.04432869,0.071096636,93.44778442,0.071827345,0.000292952,0.145960003,1,764
Asia-Pacific,Thailand,2020,71641483.5,1.033611178,4.514589787,0.012629814,94.39245605,0.040371645,0.000279816,0.006059419,1,764
Asia-Pacific,Timor-Leste,2010,1084679.5,99.41512299,0.190802574,0.176391721,0.036748275,0.157676816,0,0.023256425,1,626
Asia-Pacific,Timor-Leste,2020,1326053.5,99.5353241,0.256671906,0.063858345,0.030312831,0.012914566,0,0.100920439,1,626
Sub-Saharan Africa,Togo,2010,6732590,58.40809631,16.21992302,7.568628788,0.001825969,0.00152164,0.00038041,17.7996254,1,768
Sub-Saharan Africa,Togo,2020,8669720.5,56.8842392,16.13814545,8.012784004,0.001539814,0.001184472,0.000296118,18.96181107,1,768
Asia-Pacific,Tonga,2010,107399.5,97.81140137,0.023360845,0.28027007,0.178135946,0.09730988,0,1.609519362,1,776
Asia-Pacific,Tonga,2020,105703.5,97.76400757,0.060463753,0.581340015,0.058603145,0.078757726,0,1.456825614,1,776
Latin America-Caribbean,Trinidad and Tobago,2010,1386654,69.57610321,5.544091702,2.549770355,0.032295112,20.88244247,0.00709071,1.408206344,1,780
Latin America-Caribbean,Trinidad and Tobago,2020,1481023.5,70.0174942,5.464284897,2.448547363,0.029391387,20.61724663,0.019760933,1.403274655,1,780
Middle East-North Africa,Tunisia,2010,10765980,0.229461744,99.3917923,0.370488912,0,0,0.008260623,0,1,788
Middle East-North Africa,Tunisia,2020,11974057,0.246675566,99.30379486,0.441310823,0,0,0.008222519,0,1,788
Asia-Pacific,Turkey,2010,73346769,0.650081873,98.62883759,0.182611182,0.042002544,0.032464851,0.024944743,0.439060688,1,792
Asia-Pacific,Turkey,2020,86091691.5,0.13598159,97.10687256,2.529001713,0.052905586,0.043144707,0.029282626,0.102810837,1,792
Asia-Pacific,Turkmenistan,2010,5564356,6.370560169,93.02088928,0.507795691,0.01137474,0.001898265,0.003796529,0.083682567,1,795
Asia-Pacific,Turkmenistan,2020,6949912,5.615219593,94.28793335,0.071888015,0.006719529,0.001599888,0.003199776,0.013439058,1,795
Latin America-Caribbean,U.S. Virgin Islands,2010,106311,94.77970123,0.106112011,3.723723888,0,0.424702555,0.330467701,0.635295808,1,850
Latin America-Caribbean,U.S. Virgin Islands,2020,87706.5,94.48110199,0.105340779,4.031678677,0,0.420405477,0.33325991,0.628214121,1,850
Sub-Saharan Africa,Uganda,2010,32390801.5,87.62872314,11.2058897,0.015459904,0.000618396,0.004637971,0.000278278,1.144390941,1,800
Sub-Saharan Africa,Uganda,2020,44457152.5,87.74430084,11.41293049,0.094881155,0.000800483,0.005336556,0.001040628,0.740711689,1,800
Europe,Ukraine,2010,46456002.5,85.45636749,0.902708113,13.23971939,0.100300901,0.011426565,0.100300901,0.189175248,1,804
Europe,Ukraine,2020,44680014.5,83.42977142,0.567826331,15.14456844,0.334418237,0.01266236,0.095710993,0.415044874,1,804
Middle East-North Africa,United Arab Emirates,2010,6938363,13.15628719,75.12831879,0.308697373,0.153635383,10.80302811,0.01381787,0.436217904,1,784
Middle East-North Africa,United Arab Emirates,2020,9448524,14.31364155,72.94023132,0.335835189,0.167142332,11.75353146,0.015009754,0.474605411,1,784
Europe,United Kingdom,2010,63006483,62.37902069,5.258263111,28.78405952,0.449345261,1.470571876,0.451687187,1.207051873,1,826
Europe,United Kingdom,2020,67351861.5,49.37041092,6.369117737,40.21815872,0.457109183,1.695444226,0.440775841,1.448984146,1,826
North America,United States,2010,311062790,78.27893829,0.891186774,16.45480537,1.15208292,0.575294912,1.83412683,0.813564777,1,840
North America,United States,2020,339436158.5,64.01000214,1.192380905,29.72999954,1.29174602,0.894285679,1.689206362,1.192380905,1,840
Latin America-Caribbean,Uruguay,2010,3318580,60.97925949,0.021475542,36.26379013,0,0,0.518992305,2.21648407,1,858
Latin America-Caribbean,Uruguay,2020,3398968,44.4913063,0.089302436,52.4098053,0,0,0.478261471,2.531326056,1,858
Asia-Pacific,Uzbekistan,2010,28385506.5,3.35731411,95.75060272,0.604316533,0.067146286,0.201438844,0.01502461,0.004157973,1,860
Asia-Pacific,Uzbekistan,2020,33586372,2.775307417,95.62223053,0.551984191,0.014764371,0.027500505,0.008351563,0.999862552,1,860
Asia-Pacific,Vanuatu,2010,238247.5,82.60792542,0.024444599,1.084741235,0.020370498,0.020370498,0.0162964,16.22585297,1,548
Asia-Pacific,Vanuatu,2020,298858.5,83.50376129,0.019250408,1.366455793,0.016042005,0.019250408,0.012833605,15.06241035,1,548
Latin America-Caribbean,Venezuela,2010,28813101,89.35803223,0.049807191,8.431073189,0.021335995,0,0.040026743,2.099724531,1,862
Latin America-Caribbean,Venezuela,2020,28444077.5,88.11541748,0.049069069,9.727750778,0.021340482,0,0.017549738,2.068873405,1,862
Asia-Pacific,Vietnam,2010,87455151.5,8.795362473,0.087436005,62.14483261,27.58589554,0.065549128,0.000143369,1.320779562,1,704
Asia-Pacific,Vietnam,2020,98079191,8.330019951,0.072078042,67.67364502,23.02081871,0.041288089,0.000127164,0.862020373,1,704
Middle East-North Africa,Western Sahara,2010,409715.5,0.165116146,99.51042175,0.283433408,0,0,0,0.041031256,1,732
Middle East-North Africa,Western Sahara,2020,549365,0.15418613,99.55184174,0.252959013,0,0,0,0.041015852,1,732
Middle East-North Africa,Yemen,2010,26754387,0.111194901,99.7796402,0.075613186,0.000547632,0.020206964,0.000969251,0.011827809,1,887
Middle East-North Africa,Yemen,2020,36134863.5,0.055731442,99.86302185,0.061554585,0.000546552,0.007743763,0.000202427,0.011200944,1,887
Sub-Saharan Africa,Zambia,2010,13965594,97.68292236,0.505516171,0.079393357,0.00217516,0.018198842,0.001232591,1.710559964,1,894
Sub-Saharan Africa,Zambia,2020,19059395,98.28038025,0.511289477,0.059753649,0.001901973,0.016061105,0.001003819,1.129607677,1,894
